2026-05-13 21:50:17 | INFO | src.config | run=2bb0f6d0 | Logging configured | level=INFO file=logs\ma_rag_20260513_215017.log run_id=2bb0f6d0
2026-05-13 21:50:17 | INFO | __main__ | run=2bb0f6d0 | Initializing workflow for single-question test...
2026-05-13 21:51:45 | INFO | src.pubmed_client | run=2bb0f6d0 | eFetch
2026-05-13 21:51:47 | INFO | src.pubmed_client | run=2bb0f6d0 | eFetch complete
2026-05-13 21:51:47 | INFO | src.pubmed_client | run=2bb0f6d0 | Filtering complete
2026-05-13 21:51:47 | INFO | src.pubmed_client | run=2bb0f6d0 | Validation complete
2026-05-13 21:51:47 | INFO | src.pubmed_client | run=2bb0f6d0 | Search metadata completeness
2026-05-13 21:51:47 | INFO | src.pubmed_client | run=2bb0f6d0 | Search pipeline complete
2026-05-13 21:51:47 | INFO | src.pubmed_client | run=2bb0f6d0 | Starting search pipeline with query: "Intervention is not supported" AND (diabetes mellitus OR osteoarthritis OR naproxen OR unrelated to procedure) AND (acute kidney injury OR elevated creatinine OR decreased urinary output OR reticulat
2026-05-13 21:51:47 | INFO | src.pubmed_client | run=2bb0f6d0 | eSearch: "Intervention is not supported" AND (diabetes mellitus OR osteoarthritis OR naproxen OR unrelated to procedure) AND (acute kidney injury OR elevated creatinine OR decreased urinary output OR reticulat
2026-05-13 21:51:49 | INFO | src.pubmed_client | run=2bb0f6d0 | eSearch complete
2026-05-13 21:51:49 | INFO | src.pubmed_client | run=2bb0f6d0 | eFetch
2026-05-13 21:51:51 | INFO | src.pubmed_client | run=2bb0f6d0 | eFetch complete
2026-05-13 21:51:51 | INFO | src.pubmed_client | run=2bb0f6d0 | Filtering complete
2026-05-13 21:51:51 | INFO | src.pubmed_client | run=2bb0f6d0 | Validation complete
2026-05-13 21:51:51 | INFO | src.pubmed_client | run=2bb0f6d0 | Search metadata completeness
2026-05-13 21:51:51 | INFO | src.pubmed_client | run=2bb0f6d0 | Search pipeline complete
2026-05-13 21:51:51 | INFO | src.pubmed_client | run=2bb0f6d0 | Starting search pipeline with query: "Intervention is not supported" AND (procedure-related complication OR contrast-induced nephropathy OR drug-induced hypersensitivity OR normal renal function after intervention)
2026-05-13 21:51:51 | INFO | src.pubmed_client | run=2bb0f6d0 | eSearch: "Intervention is not supported" AND (procedure-related complication OR contrast-induced nephropathy OR drug-induced hypersensitivity OR normal renal function after intervention)
2026-05-13 21:51:52 | INFO | src.pubmed_client | run=2bb0f6d0 | eSearch complete
2026-05-13 21:51:52 | INFO | src.pubmed_client | run=2bb0f6d0 | eFetch
2026-05-13 21:51:54 | INFO | src.pubmed_client | run=2bb0f6d0 | eFetch complete
2026-05-13 21:51:54 | INFO | src.pubmed_client | run=2bb0f6d0 | Filtering complete
2026-05-13 21:51:54 | INFO | src.pubmed_client | run=2bb0f6d0 | Validation complete
2026-05-13 21:51:54 | INFO | src.pubmed_client | run=2bb0f6d0 | Search metadata completeness
2026-05-13 21:51:54 | INFO | src.pubmed_client | run=2bb0f6d0 | Search pipeline complete
2026-05-13 21:51:54 | INFO | src.core.registry | run=2bb0f6d0 | LLM selected | backend=vertex role=fast model=gemini-2.5-flash-lite temp=0.00 json=True
2026-05-13 21:51:54 | INFO | src.epistemic.reproducibility_scorer | run=2bb0f6d0 | ReproducibilityScorer initialised: w_design=0.40, w_sample=0.25, w_pvalue=0.15, w_prereg=0.20 (sum=1.00)
2026-05-13 21:51:54 | INFO | src.epistemic.applicability_scorer | run=2bb0f6d0 | ApplicabilityScorer initialised: w_pop=0.50, w_int=0.20, w_lex=0.30
2026-05-13 21:51:54 | INFO | src.core.registry | run=2bb0f6d0 | Embedding device selected | device=cpu cuda_available=False
2026-05-13 21:52:45 | WARNING | tensorflow | run=2bb0f6d0 | From D:\dialetic_rag\env\Lib\site-packages\tf_keras\src\losses.py:2976: The name tf.losses.sparse_softmax_cross_entropy is deprecated. Please use tf.compat.v1.losses.sparse_softmax_cross_entropy instead.

2026-05-13 21:52:47 | INFO | src.core.registry | run=2bb0f6d0 | Embedding model selected | backend=sentence-transformers model=all-MiniLM-L6-v2 device=cpu
2026-05-13 21:52:47 | INFO | sentence_transformers.SentenceTransformer | run=2bb0f6d0 | Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2026-05-13 21:52:55 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 31111484: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.42
2026-05-13 21:52:56 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 32847417: Design=StudyDesign.SYSTEMATIC_REVIEW, N=None, P-val=False, RPS=0.52, Apps=0.37
2026-05-13 21:52:58 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 38986670: Design=StudyDesign.SYSTEMATIC_REVIEW, N=16371, P-val=True, RPS=0.84, Apps=0.50
2026-05-13 21:52:59 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 32651579: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.45
2026-05-13 21:53:00 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 39207323: Design=StudyDesign.COHORT, N=7044, P-val=True, RPS=0.57, Apps=0.53
2026-05-13 21:53:01 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 34735046: Design=StudyDesign.OTHER, N=1500, P-val=True, RPS=0.52, Apps=0.53
2026-05-13 21:53:02 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 40371586: Design=StudyDesign.OTHER, N=4160, P-val=False, RPS=0.40, Apps=0.47
2026-05-13 21:53:04 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 34043424: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.42
2026-05-13 21:53:05 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 33750029: Design=StudyDesign.OTHER, N=60, P-val=True, RPS=0.25, Apps=0.33
2026-05-13 21:53:06 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 33687069: Design=StudyDesign.SYSTEMATIC_REVIEW, N=11232, P-val=False, RPS=0.72, Apps=0.40
2026-05-13 21:53:07 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 40122611: Design=StudyDesign.COHORT, N=19324, P-val=True, RPS=0.64, Apps=0.39
2026-05-13 21:53:08 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 38663815: Design=StudyDesign.COHORT, N=480, P-val=False, RPS=0.40, Apps=0.36
2026-05-13 21:53:09 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 33971168: Design=StudyDesign.COHORT, N=145, P-val=False, RPS=0.40, Apps=0.37
2026-05-13 21:53:11 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 36592704: Design=StudyDesign.OTHER, N=27, P-val=True, RPS=0.25, Apps=0.35
2026-05-13 21:53:12 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 39686520: Design=StudyDesign.OTHER, N=22, P-val=True, RPS=0.25, Apps=0.39
2026-05-13 21:53:13 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 39167663: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.35
2026-05-13 21:53:14 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 35197433: Design=StudyDesign.SYSTEMATIC_REVIEW, N=None, P-val=False, RPS=0.52, Apps=0.33
2026-05-13 21:53:16 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 32736541: Design=StudyDesign.META_ANALYSIS, N=55911, P-val=True, RPS=0.84, Apps=0.42
2026-05-13 21:53:17 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 41082889: Design=StudyDesign.META_ANALYSIS, N=23340, P-val=False, RPS=0.72, Apps=0.49
2026-05-13 21:53:18 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 40233024: Design=StudyDesign.OTHER, N=145, P-val=True, RPS=0.40, Apps=0.56
2026-05-13 21:53:19 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 37233407: Design=StudyDesign.SYSTEMATIC_REVIEW, N=None, P-val=False, RPS=0.52, Apps=0.48
2026-05-13 21:53:21 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 33210207: Design=StudyDesign.OTHER, N=58, P-val=True, RPS=0.25, Apps=0.49
2026-05-13 21:53:22 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 40405079: Design=StudyDesign.OTHER, N=373, P-val=True, RPS=0.32, Apps=0.48
2026-05-13 21:53:23 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Scored PMID 32147002: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.42
2026-05-13 21:53:23 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Dropped PMID 31111484: RPS 0.20 < 0.3
2026-05-13 21:53:23 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Dropped PMID 32651579: RPS 0.20 < 0.3
2026-05-13 21:53:23 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Dropped PMID 34043424: RPS 0.20 < 0.3
2026-05-13 21:53:23 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Dropped PMID 33750029: RPS 0.25 < 0.3
2026-05-13 21:53:23 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Dropped PMID 36592704: RPS 0.25 < 0.3
2026-05-13 21:53:23 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Dropped PMID 39686520: RPS 0.25 < 0.3
2026-05-13 21:53:23 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Dropped PMID 39167663: RPS 0.20 < 0.3
2026-05-13 21:53:23 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Dropped PMID 33210207: RPS 0.25 < 0.3
2026-05-13 21:53:23 | INFO | src.nodes.epistemic_scoring | run=2bb0f6d0 | Dropped PMID 32147002: RPS 0.20 < 0.3
2026-05-13 21:53:23 | INFO | src.core.registry | run=2bb0f6d0 | LLM selected | backend=vertex role=fast model=gemini-2.5-flash-lite temp=0.00 json=True
2026-05-13 21:53:27 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 25 claims from PMID 32847417
2026-05-13 21:53:32 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 12 claims from PMID 38986670
2026-05-13 21:53:37 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 17 claims from PMID 39207323
2026-05-13 21:53:49 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 14 claims from PMID 34735046
2026-05-13 21:53:55 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 18 claims from PMID 40371586
2026-05-13 21:54:03 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 38 claims from PMID 33687069
2026-05-13 21:54:07 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 21 claims from PMID 40122611
2026-05-13 21:54:15 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 20 claims from PMID 38663815
2026-05-13 21:54:25 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 46 claims from PMID 33971168
2026-05-13 21:54:28 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 16 claims from PMID 35197433
2026-05-13 21:54:34 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 32 claims from PMID 32736541
2026-05-13 21:54:38 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 14 claims from PMID 41082889
2026-05-13 21:54:42 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 15 claims from PMID 40233024
2026-05-13 21:54:46 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 23 claims from PMID 37233407
2026-05-13 21:54:52 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Extracted 31 claims from PMID 40405079
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 0: 3 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 1: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 2: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 3: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 4: 3 claims from 2 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 5: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 6: 2 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 7: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 8: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 9: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 10: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 11: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 12: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 13: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 14: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 15: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 16: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 17: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 18: 2 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 19: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 20: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 21: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 22: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 23: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 24: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 25: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 26: 3 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 27: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 28: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 29: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 30: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 31: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 32: 2 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 33: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 34: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 35: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 36: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 37: 5 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 38: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 39: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 40: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 41: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 42: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 43: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 44: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 45: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 46: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 47: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 48: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 49: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 50: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 51: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 52: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 53: 2 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 54: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 55: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 56: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 57: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 58: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 59: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 60: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 61: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 62: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 63: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 64: 2 claims from 2 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 65: 3 claims from 2 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 66: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 67: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 68: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 69: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 70: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 71: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 72: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 73: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 74: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 75: 2 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 76: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 77: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 78: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 79: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 80: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 81: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 82: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 83: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 84: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 85: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 86: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 87: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 88: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 89: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 90: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 91: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 92: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 93: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 94: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 95: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 96: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 97: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 98: 2 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 99: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 100: 1 claims from 1 studies
2026-05-13 21:54:58 | INFO | src.nodes.claim_clustering | run=2bb0f6d0 | Cluster 101: 1 claims from 1 studies
