2026-05-14 10:42:44 | INFO | src.config | run=4d16086a | Logging configured | level=INFO file=logs\ma_rag_20260514_104244.log run_id=4d16086a
2026-05-14 10:42:44 | INFO | __main__ | run=4d16086a | Initializing workflow for single-question test...
2026-05-14 10:46:31 | INFO | src.pubmed_client | run=4d16086a | eSearch complete
2026-05-14 10:46:31 | INFO | src.pubmed_client | run=4d16086a | eFetch
2026-05-14 10:46:33 | INFO | src.pubmed_client | run=4d16086a | eFetch complete
2026-05-14 10:46:33 | INFO | src.pubmed_client | run=4d16086a | Filtering complete
2026-05-14 10:46:33 | INFO | src.pubmed_client | run=4d16086a | Validation complete
2026-05-14 10:46:33 | INFO | src.pubmed_client | run=4d16086a | Search metadata completeness
2026-05-14 10:46:33 | INFO | src.pubmed_client | run=4d16086a | Search pipeline complete
2026-05-14 10:46:33 | INFO | src.pubmed_client | run=4d16086a | Starting search pipeline with query: "Drug-Induced Thrombotic Microangiopathy" AND (normal platelet count OR "no schistocytes" OR "cholesterol emboli")
2026-05-14 10:46:33 | INFO | src.pubmed_client | run=4d16086a | eSearch: "Drug-Induced Thrombotic Microangiopathy" AND (normal platelet count OR "no schistocytes" OR "cholesterol emboli")
2026-05-14 10:46:33 | INFO | src.pubmed_client | run=4d16086a | eSearch complete
2026-05-14 10:46:33 | INFO | src.pubmed_client | run=4d16086a | eFetch
2026-05-14 10:46:34 | INFO | src.pubmed_client | run=4d16086a | eFetch complete
2026-05-14 10:46:34 | INFO | src.pubmed_client | run=4d16086a | Filtering complete
2026-05-14 10:46:34 | INFO | src.pubmed_client | run=4d16086a | Validation complete
2026-05-14 10:46:34 | INFO | src.pubmed_client | run=4d16086a | Search metadata completeness
2026-05-14 10:46:34 | INFO | src.pubmed_client | run=4d16086a | Search pipeline complete
2026-05-14 10:46:34 | INFO | src.pubmed_client | run=4d16086a | Starting search pipeline with query: Sepsis AND "Acute Kidney Injury" AND (fever OR leukocytosis OR elevated creatinine OR "decreased urinary output" OR malaise)
2026-05-14 10:46:34 | INFO | src.pubmed_client | run=4d16086a | eSearch: Sepsis AND "Acute Kidney Injury" AND (fever OR leukocytosis OR elevated creatinine OR "decreased urinary output" OR malaise)
2026-05-14 10:46:35 | INFO | src.pubmed_client | run=4d16086a | eSearch complete
2026-05-14 10:46:35 | INFO | src.pubmed_client | run=4d16086a | eFetch
2026-05-14 10:46:36 | INFO | src.pubmed_client | run=4d16086a | eFetch complete
2026-05-14 10:46:36 | INFO | src.pubmed_client | run=4d16086a | Filtering complete
2026-05-14 10:46:36 | INFO | src.pubmed_client | run=4d16086a | Validation complete
2026-05-14 10:46:36 | INFO | src.pubmed_client | run=4d16086a | Search metadata completeness
2026-05-14 10:46:36 | INFO | src.pubmed_client | run=4d16086a | Search pipeline complete
2026-05-14 10:46:36 | INFO | src.pubmed_client | run=4d16086a | Starting search pipeline with query: Sepsis AND "Acute Kidney Injury" AND (no source of infection identified OR "cholesterol emboli" OR "reticulated skin" OR eosinophilia)
2026-05-14 10:46:36 | INFO | src.pubmed_client | run=4d16086a | eSearch: Sepsis AND "Acute Kidney Injury" AND (no source of infection identified OR "cholesterol emboli" OR "reticulated skin" OR eosinophilia)
2026-05-14 10:46:37 | INFO | src.pubmed_client | run=4d16086a | eSearch complete
2026-05-14 10:46:37 | INFO | src.pubmed_client | run=4d16086a | eFetch
2026-05-14 10:46:42 | INFO | src.pubmed_client | run=4d16086a | eFetch complete
2026-05-14 10:46:42 | INFO | src.pubmed_client | run=4d16086a | Filtering complete
2026-05-14 10:46:42 | INFO | src.pubmed_client | run=4d16086a | Validation complete
2026-05-14 10:46:42 | INFO | src.pubmed_client | run=4d16086a | Search metadata completeness
2026-05-14 10:46:42 | INFO | src.pubmed_client | run=4d16086a | Search pipeline complete
2026-05-14 10:46:42 | INFO | src.core.registry | run=4d16086a | LLM selected | backend=vertex role=fast model=gemini-2.5-flash-lite temp=0.00 json=True
2026-05-14 10:46:42 | INFO | src.epistemic.reproducibility_scorer | run=4d16086a | ReproducibilityScorer initialised: w_design=0.40, w_sample=0.25, w_pvalue=0.15, w_prereg=0.20 (sum=1.00)
2026-05-14 10:46:42 | INFO | src.epistemic.applicability_scorer | run=4d16086a | ApplicabilityScorer initialised: w_pop=0.50, w_int=0.20, w_lex=0.30
2026-05-14 10:46:42 | INFO | src.core.registry | run=4d16086a | Embedding device selected | device=cpu cuda_available=False
2026-05-14 10:48:31 | WARNING | tensorflow | run=4d16086a | From D:\dialetic_rag\env\Lib\site-packages\tf_keras\src\losses.py:2976: The name tf.losses.sparse_softmax_cross_entropy is deprecated. Please use tf.compat.v1.losses.sparse_softmax_cross_entropy instead.

2026-05-14 10:48:36 | INFO | src.core.registry | run=4d16086a | Embedding model selected | backend=sentence-transformers model=all-MiniLM-L6-v2 device=cpu
2026-05-14 10:48:36 | INFO | sentence_transformers.SentenceTransformer | run=4d16086a | Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2026-05-14 10:48:45 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 37001603: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.48
2026-05-14 10:48:47 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 35273009: Design=StudyDesign.SYSTEMATIC_REVIEW, N=None, P-val=False, RPS=0.52, Apps=0.44
2026-05-14 10:48:48 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 35830831: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.50
2026-05-14 10:48:50 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 39138117: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.44
2026-05-14 10:48:51 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 39455026: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.45
2026-05-14 10:48:52 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 35534373: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.46
2026-05-14 10:48:53 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 30249419: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.46
2026-05-14 10:48:54 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 34051308: Design=StudyDesign.SYSTEMATIC_REVIEW, N=None, P-val=False, RPS=0.52, Apps=0.44
2026-05-14 10:48:55 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 32301023: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.42
2026-05-14 10:48:57 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 34972976: Design=StudyDesign.SYSTEMATIC_REVIEW, N=None, P-val=False, RPS=0.52, Apps=0.43
2026-05-14 10:48:58 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 35902128: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.48
2026-05-14 10:48:59 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 30454737: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.45
2026-05-14 10:49:00 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 37949081: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.46
2026-05-14 10:49:01 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 33980166: Design=StudyDesign.OTHER, N=1, P-val=False, RPS=0.20, Apps=0.48
2026-05-14 10:49:02 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 41887685: Design=StudyDesign.OTHER, N=1, P-val=False, RPS=0.20, Apps=0.45
2026-05-14 10:49:04 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 35342129: Design=StudyDesign.OTHER, N=1, P-val=False, RPS=0.20, Apps=0.48
2026-05-14 10:49:05 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 37646745: Design=StudyDesign.OTHER, N=1, P-val=False, RPS=0.20, Apps=0.42
2026-05-14 10:49:06 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 35351784: Design=StudyDesign.OTHER, N=1, P-val=False, RPS=0.20, Apps=0.45
2026-05-14 10:49:07 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 39850900: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.39
2026-05-14 10:49:08 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 33267747: Design=StudyDesign.OTHER, N=None, P-val=False, RPS=0.20, Apps=0.46
2026-05-14 10:49:09 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 37294145: Design=StudyDesign.OTHER, N=708, P-val=True, RPS=0.40, Apps=0.40
2026-05-14 10:49:11 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 37470680: Design=StudyDesign.META_ANALYSIS, N=4595, P-val=False, RPS=0.72, Apps=0.41
2026-05-14 10:49:12 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 40423970: Design=StudyDesign.COHORT, N=3161, P-val=True, RPS=0.57, Apps=0.43
2026-05-14 10:49:13 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 39082758: Design=StudyDesign.SYSTEMATIC_REVIEW, N=25, P-val=False, RPS=0.52, Apps=0.40
2026-05-14 10:49:15 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 40390062: Design=StudyDesign.COHORT, N=2962, P-val=True, RPS=0.64, Apps=0.36
2026-05-14 10:49:16 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 33832292: Design=StudyDesign.SYSTEMATIC_REVIEW, N=None, P-val=False, RPS=0.52, Apps=0.42
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Scored PMID 40814717: Design=StudyDesign.SYSTEMATIC_REVIEW, N=None, P-val=False, RPS=0.52, Apps=0.35
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 37001603: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 35830831: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 39138117: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 39455026: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 35534373: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 30249419: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 32301023: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 35902128: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 30454737: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 37949081: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 33980166: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 41887685: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 35342129: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 37646745: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 35351784: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 39850900: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.nodes.epistemic_scoring | run=4d16086a | Dropped PMID 33267747: RPS 0.20 < 0.3
2026-05-14 10:49:36 | INFO | src.core.registry | run=4d16086a | LLM selected | backend=vertex role=fast model=gemini-2.5-flash-lite temp=0.00 json=True
2026-05-14 10:49:40 | INFO | src.nodes.claim_clustering | run=4d16086a | Extracted 19 claims from PMID 35273009
2026-05-14 10:49:44 | INFO | src.nodes.claim_clustering | run=4d16086a | Extracted 14 claims from PMID 34051308
2026-05-14 10:49:47 | INFO | src.nodes.claim_clustering | run=4d16086a | Extracted 9 claims from PMID 34972976
2026-05-14 10:49:50 | INFO | src.nodes.claim_clustering | run=4d16086a | Extracted 13 claims from PMID 37294145
2026-05-14 10:49:54 | INFO | src.nodes.claim_clustering | run=4d16086a | Extracted 15 claims from PMID 37470680
2026-05-14 10:49:57 | INFO | src.nodes.claim_clustering | run=4d16086a | Extracted 13 claims from PMID 40423970
2026-05-14 10:50:02 | INFO | src.nodes.claim_clustering | run=4d16086a | Extracted 22 claims from PMID 39082758
2026-05-14 10:50:07 | INFO | src.nodes.claim_clustering | run=4d16086a | Extracted 26 claims from PMID 40390062
2026-05-14 10:50:17 | INFO | src.nodes.claim_clustering | run=4d16086a | Extracted 33 claims from PMID 33832292
2026-05-14 10:50:22 | INFO | src.nodes.claim_clustering | run=4d16086a | Extracted 19 claims from PMID 40814717
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 0: 2 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 1: 2 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 2: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 3: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 4: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 5: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 6: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 7: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 8: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 9: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 10: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 11: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 12: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 13: 2 claims from 2 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 14: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 15: 2 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 16: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 17: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 18: 4 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 19: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 20: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 21: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 22: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 23: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 24: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 25: 2 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 26: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 27: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 28: 3 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 29: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 30: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 31: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 32: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 33: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 34: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 35: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 36: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 37: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 38: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 39: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 40: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 41: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 42: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 43: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 44: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 45: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 46: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 47: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 48: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 49: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 50: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 51: 3 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 52: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 53: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 54: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 55: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 56: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 57: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 58: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 59: 2 claims from 2 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 60: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 61: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 62: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 63: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 64: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 65: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 66: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 67: 2 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 68: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 69: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 70: 3 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 71: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 72: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 73: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 74: 1 claims from 1 studies
2026-05-14 10:50:29 | INFO | src.nodes.claim_clustering | run=4d16086a | Cluster 75: 1 claims from 1 studies
